query_id,status,sus_reason,reported_date,predicted_date,temporal_error_days,temporal_error_years,divergence_z,root_divergence,nearest_neighbor,nn_date,nn_distance,elapsed_ms
1054684.3,PASS,Consistent with molecular clock,2000.483606557377,,,,-878119.993235612,0.12188000676438909,1054671.3,1999.1123287671232,0.00712821543873577,2.819061279296875
1052441.3,PASS,Consistent with molecular clock,2007.164383561644,,,,-857003.7035667526,0.14299629643325118,1052481.3,2007.0027397260271,0.002359634430550074,2.595663070678711
1052461.3,PASS,Consistent with molecular clock,2007.6027397260275,,,,-855550.0643458267,0.14444993565417735,1598960.3,2007.0054794520547,0.004732891001997683,2.6149749755859375
1165126.6,PASS,Consistent with molecular clock,2011.0,,,,-853241.0821578021,0.14675891784220355,1087013.6,1996.114754098361,0.06609380109786474,2.6612281799316406
1512069.6,PASS,Consistent with molecular clock,2012.27868852459,,,,-835706.9397322262,0.1642930602677798,1512108.6,2012.2021857923496,0.02468457336256966,2.5777816772460938
11320.83764,PASS,Consistent with molecular clock,2012.3387978142075,,,,-844320.462739126,0.15567953726088007,2043956.9,2012.5409836065571,0.007705341096456179,2.542257308959961
1549979.7,PASS,Consistent with molecular clock,2013.0931506849315,,,,-840598.1834565403,0.15940181654346613,1740025.3,2013.0383561643837,0.005326736658236874,2.5718212127685547
1515913.5,PASS,Consistent with molecular clock,2013.9479452054795,,,,-839943.4745384082,0.1600565254615985,1740025.3,2013.0383561643837,0.00710945310666382,2.6459693908691406
2043767.3,PASS,Consistent with molecular clock,2014.0712328767124,,,,-833462.3785372581,0.1665376214627485,1740025.3,2013.0383561643837,0.008311017690500327,2.682209014892578
1614201.3,PASS,Consistent with molecular clock,2014.304109589041,,,,-866743.9097645002,0.1332560902355066,1041899.9,2004.926229508197,0.10614878082078885,2.5720596313476562
1731911.17,PASS,Consistent with molecular clock,2014.805479452055,,,,-838290.974294707,0.16170902570530016,1788682.11,2015.6657534246576,0.0029562415860949843,2.7561187744140625
1716778.3,PASS,Consistent with molecular clock,2015.0383561643837,,,,-836735.2842619417,0.16326471573806545,1937304.5,2015.0493150684931,0.0011793071678497364,2.5861263275146484
1716803.3,PASS,Consistent with molecular clock,2015.054794520548,,,,-838267.3079375536,0.1617326920624536,1716962.3,2015.013698630137,0.001179307073942047,2.6328563690185547
1730937.9,PASS,Consistent with molecular clock,2015.1205479452055,,,,-839087.161793984,0.1609128382060231,1788682.11,2015.6657534246576,0.0047403595062746225,2.6412010192871094
1916583.4,PASS,Consistent with molecular clock,2015.164383561644,,,,-837519.4241221023,0.16248057587790501,1716927.3,2014.9945205479453,0.004141271886108093,2.721071243286133
1788828.6,PASS,Consistent with molecular clock,2015.7479452054797,,,,-835186.5463843845,0.16481345361562305,1788588.6,2015.7753424657535,0.0005895730265440619,2.4971961975097656
1909826.8,PASS,Consistent with molecular clock,2016.3005464480875,,,,-839245.930464351,0.16075406953565685,1922084.3,2016.142076502732,0.005925729798513539,2.560138702392578
1908297.5,PASS,Consistent with molecular clock,2016.6092896174864,,,,-826775.2667915907,0.1732247332084171,11320.83092,2020.073770491803,0.014294817259506477,2.5768280029296875
1913274.4,PASS,Consistent with molecular clock,2016.6830601092895,,,,-838296.4831888828,0.16170351681112508,1788682.11,2015.6657534246576,0.005332703516922936,2.666950225830078
2027192.3,PASS,Consistent with molecular clock,2016.7650273224044,,,,-832898.2171075365,0.16710178289247155,1788588.6,2015.7753424657535,0.0023603846363549714,2.5649070739746094
1932454.6,PASS,Consistent with molecular clock,2016.885245901639,,,,-832769.7358354067,0.16723026416460127,1788588.6,2015.7753424657535,0.002960872418862949,2.593994140625
1936937.6,PASS,Consistent with molecular clock,2016.9344262295083,,,,-832125.6574468086,0.1678743425531993,1940354.8,2016.9754098360656,0.002951137980502702,2.622842788696289
1978952.4,PASS,Consistent with molecular clock,2017.027397260274,,,,-834427.6403908042,0.1655723596092039,1788588.6,2015.7753424657535,0.0023615265976219993,2.7768611907958984
1987237.5,PASS,Consistent with molecular clock,2017.0986301369865,,,,-833835.3596911788,0.16616464030882927,1788682.11,2015.6657534246576,0.00651380288564102,2.5739669799804688
1978942.14,PASS,Consistent with molecular clock,2017.1753424657536,,,,-830570.5497718712,0.16942945022813688,1940354.8,2016.9754098360656,0.003543204507571505,2.5589466094970703
2002993.6,PASS,Consistent with molecular clock,2017.2410958904109,,,,-832766.3651758644,0.16723363482414372,1788588.6,2015.7753424657535,0.007113682074925848,2.5811195373535156
2054973.13,PASS,Consistent with molecular clock,2017.6794520547944,,,,-830673.1172299315,0.16932688277007674,2051177.5,2017.7397260273972,0.0011793119217660248,2.5322437286376953
11320.278242,PASS,Consistent with molecular clock,2020.2540983606557,,,,-857331.0175218344,0.14266898247817505,11320.278442,2020.3879781420765,0.06569623258965115,2.560138702392578
11320.276449,PASS,Consistent with molecular clock,2021.813698630137,,,,-817489.4959141104,0.18251050408589967,11320.276337,2021.8191780821917,0.0005899133012835001,2.5360584259033203
11320.981849,PASS,Consistent with molecular clock,2024.9071038251368,,,,-814413.3511112786,0.18558664888873283,11320.839343,2024.1994535519125,0.005925825515637346,2.5959014892578125
11320.831509,PASS,Consistent with molecular clock,2025.035616438356,,,,-813544.8847974691,0.1864551152025422,11320.977887,2024.98087431694,0.0011793097028755598,2.595186233520508
1086869.4,PASS,Consistent with molecular clock,1976.0,,,,-957944.6521504645,0.04205534784952623,1086869.4,1976.0,0.0,2.5703907012939453
1086861.5,PASS,Consistent with molecular clock,1974.0,,,,-968511.3556223187,0.03148864437767122,1086861.5,1974.0,0.0,2.6221275329589844
1087009.5,PASS,Consistent with molecular clock,1977.0,,,,-954814.1737997769,0.045185826200214184,1087009.5,1977.0,0.0,2.6886463165283203
1086851.7,PASS,Consistent with molecular clock,1971.0,,,,-984490.200564771,0.015509799435217733,1086851.7,1971.0,0.0,2.51007080078125
1086890.4,PASS,Consistent with molecular clock,1985.0,,,,-928223.9926746908,0.07177600732530363,1086890.4,1985.0,0.0,2.5098323822021484
1087008.4,PASS,Consistent with molecular clock,1980.0,,,,-942580.5051201744,0.057419494879817984,1087008.4,1980.0,0.0,2.559185028076172
1086852.4,PASS,Consistent with molecular clock,1972.0,,,,-974731.9589329321,0.025268041067056827,1086852.4,1972.0,0.0,2.6040077209472656
1086874.13,PASS,Consistent with molecular clock,1974.0,,,,-966087.0668984643,0.03391293310152551,1086865.4,1974.0,0.006512118218266705,2.5479793548583984
1086849.5,PASS,Consistent with molecular clock,1969.0,,,,-992291.0540441455,0.007708945955842231,1086849.5,1969.0,0.0,2.538919448852539
1086956.3,PASS,Consistent with molecular clock,1985.0849315068492,,,,-926156.2317470434,0.07384376825295103,1086956.3,1985.0849315068492,0.0,2.592802047729492
1086847.5,PASS,Consistent with molecular clock,1968.0,,,,-999999.9999999873,0.0,1086847.5,1968.0,0.0,2.6230812072753906
1086860.4,PASS,Consistent with molecular clock,1976.0,,,,-957945.038774196,0.0420549612257948,1086860.4,1976.0,0.0,2.4471282958984375
1087010.4,PASS,Consistent with molecular clock,1977.0,,,,-956673.707022885,0.0433262929771061,1087010.4,1977.0,0.0,2.525806427001953
1086878.3,PASS,Consistent with molecular clock,1986.0,,,,-921616.2783811212,0.07838372161887378,1086878.3,1986.0,0.0,2.5348663330078125
1654079.7,PASS,Consistent with molecular clock,1984.0,,,,-918434.8001610992,0.0815651998388949,1654079.7,1984.0,0.0,2.6657581329345703
1353240.3,PASS,Consistent with molecular clock,1978.0,,,,-961655.686940526,0.03834431305946556,1353240.3,1978.0,0.0,2.5548934936523438
